GeneID	GeneName	Chromosome	Start	End	Strand	Biotype
ENSG00000273980	RP13-49I15.6	10	133257144	133257551	-	lincRNA
ENSG00000151651	ADAM8	10	133262403	133276868	-	protein_coding
ENSG00000130640	TUBGCP2	10	133278630	133312337	-	protein_coding
ENSG00000235245	RP11-122K13.12	10	133295187	133295977	-	antisense
ENSG00000198546	ZNF511	10	133308475	133313162	+	protein_coding
ENSG00000165828	PRAP1	10	133309410	133352683	+	protein_coding
ENSG00000130643	CALY	10	133324072	133336935	-	protein_coding
ENSG00000230306	BANF1P2	10	133344643	133344906	-	processed_pseudogene
ENSG00000226699	RP11-122K13.7	10	133345754	133350726	-	antisense
ENSG00000148803	FUOM	10	133355154	133358035	-	protein_coding
ENSG00000127884	ECHS1	10	133362480	133373689	-	protein_coding
ENSG00000265395	MIR3944	10	133371556	133371663	-	miRNA
ENSG00000274685	RP11-122K13.15	10	133374736	133374869	-	lincRNA
ENSG00000148832	PAOX	10	133379234	133391694	+	protein_coding
ENSG00000254536	RP11-108K14.8	10	133390834	133420495	+	protein_coding
ENSG00000148824	MTG1	10	133394094	133421307	+	protein_coding
ENSG00000203772	SPRN	10	133420666	133424572	-	protein_coding
ENSG00000273327	OR6L2P	10	133430394	133431318	-	unprocessed_pseudogene
ENSG00000214279	SCART1	10	133453928	133523558	+	unitary_pseudogene
ENSG00000273336	OR7M1P	10	133481238	133481770	+	unprocessed_pseudogene
ENSG00000266547	AL161645.1	10	133497551	133497636	-	miRNA
ENSG00000130649	CYP2E1	10	133520406	133561220	+	protein_coding
ENSG00000278518	RP11-108K14.12	10	133526259	133527513	-	antisense
ENSG00000171772	SYCE1	10	133553901	133569835	-	protein_coding
ENSG00000233685	OR6L1P	10	133575122	133576031	-	unprocessed_pseudogene
ENSG00000225899	FRG2B	10	133623895	133626795	-	protein_coding
ENSG00000213543	RARRES2P2	10	133637408	133637892	-	processed_pseudogene
ENSG00000233435	AGGF1P2	10	133640789	133642894	+	processed_pseudogene
ENSG00000230468	CLUHP5	10	133657235	133660635	-	unprocessed_pseudogene
ENSG00000221108	AL845259.1	10	133659580	133659675	-	miRNA
ENSG00000279626	DUX4L28	10	133664429	133665106	+	unprocessed_pseudogene
ENSG00000278452	AL845259.8	10	133665202	133665285	+	miRNA
ENSG00000280337	DUX4L25	10	133667151	133668419	+	unprocessed_pseudogene
ENSG00000274241	AL845259.4	10	133668512	133668595	+	miRNA
ENSG00000274599	DUX4L24	10	133670450	133671718	+	unprocessed_pseudogene
ENSG00000276499	AL845259.7	10	133671811	133671894	+	miRNA
ENSG00000276964	DUX4L23	10	133673749	133675017	+	unprocessed_pseudogene
ENSG00000275883	AL845259.6	10	133675110	133675193	+	miRNA
ENSG00000277274	DUX4L22	10	133677059	133678327	+	unprocessed_pseudogene
ENSG00000274014	AL845259.3	10	133678420	133678503	+	miRNA
ENSG00000275610	DUX4L21	10	133680369	133681637	+	unprocessed_pseudogene
ENSG00000275292	AL845259.5	10	133681730	133681813	+	miRNA
ENSG00000276164	DUX4L20	10	133683668	133684936	+	unprocessed_pseudogene
ENSG00000273678	AL845259.2	10	133685029	133685112	+	miRNA
ENSG00000237635	DUX4L29	10	133740606	133741284	+	unprocessed_pseudogene
ENSG00000275535	AL732375.3	10	133741381	133741464	+	miRNA
ENSG00000278664	DUX4L10	10	133743332	133744598	+	unprocessed_pseudogene
ENSG00000277023	AL732375.5	10	133744691	133744774	+	miRNA
ENSG00000278761	DUX4L11	10	133746641	133747907	+	unprocessed_pseudogene
ENSG00000273801	AL732375.1	10	133748001	133748084	+	miRNA
ENSG00000278790	DUX4L12	10	133749950	133751216	+	unprocessed_pseudogene
ENSG00000276677	AL732375.4	10	133751310	133751393	+	miRNA
ENSG00000276046	DUX4L13	10	133753250	133754516	+	unprocessed_pseudogene
ENSG00000278717	AL732375.7	10	133754609	133754692	+	miRNA
ENSG00000276904	DUX4L14	10	133756559	133757825	+	unprocessed_pseudogene
ENSG00000274074	AL732375.2	10	133757919	133758002	+	miRNA
ENSG00000278641	DUX4L15	10	133759859	133761125	+	unprocessed_pseudogene
ENSG00000277045	AL732375.6	10	133761218	133761301	+	miRNA
ENSG00000213147	RPL23AP60	10	133778246	133778699	+	processed_pseudogene
ENSG00000282875	XXyac-YRM2136_A.2	10	133778258	133778498	-	processed_pseudogene
ENSG00000256263	DDX11L8	12	12310	13501	+	unprocessed_pseudogene
ENSG00000226210	WASH7P	12	14522	32015	-	unprocessed_pseudogene
ENSG00000273823	AC215219.2	12	17484	17551	-	miRNA
ENSG00000238823	AC215219.1	12	32418	32555	+	miRNA
ENSG00000249054	FAM138D	12	36602	38133	-	lincRNA
ENSG00000120645	IQSEC3	12	66765	178460	+	protein_coding
ENSG00000256948	RP11-598F7.3	12	106524	111850	-	antisense
ENSG00000249695	RP11-598F7.4	12	137411	149169	-	antisense
ENSG00000256694	RP11-598F7.5	12	164664	166321	-	antisense
ENSG00000256540	RP11-598F7.6	12	166856	182399	-	lincRNA
ENSG00000111181	SLC6A12	12	190077	214570	-	protein_coding
ENSG00000255671	RP11-283I3.1	12	193036	194130	+	antisense
ENSG00000256577	RP11-283I3.2	12	203642	205094	+	antisense
ENSG00000010379	SLC6A13	12	220621	262873	-	protein_coding
ENSG00000255746	RP11-283I3.4	12	253442	257299	-	sense_intronic
ENSG00000261799	RP11-283I3.6	12	273954	277123	-	sense_overlapping
ENSG00000073614	KDM5A	12	280129	389454	-	protein_coding
ENSG00000120647	CCDC77	12	389273	442645	+	protein_coding
ENSG00000139044	B4GALNT3	12	460364	563509	+	protein_coding
ENSG00000171840	NINJ2	12	564296	663779	-	protein_coding
ENSG00000256020	RP5-1154L15.2	12	585865	586486	-	sense_intronic
ENSG00000238370	RNU7-103P	12	589530	589589	-	snRNA
ENSG00000255825	RP5-1154L15.1	12	590633	591269	+	antisense
ENSG00000177406	RP11-218M22.1	12	630891	663706	+	antisense
ENSG00000256672	RP11-218M22.2	12	674801	684127	-	lincRNA
ENSG00000060237	WNK1	12	752593	911452	+	protein_coding
ENSG00000221439	RNU4ATAC16P	12	781133	781258	+	snRNA
ENSG00000002016	RAD52	12	912077	990053	-	protein_coding
ENSG00000250132	RP11-359B12.2	12	974133	991190	-	antisense
ENSG00000082805	ERC1	12	990509	1495933	+	protein_coding
ENSG00000275811	HTR1DP1	12	1151810	1153059	-	processed_pseudogene
ENSG00000249028	RP5-951N9.1	12	1380060	1391502	-	antisense
ENSG00000267285	RP5-951N9.2	12	1385833	1386987	+	sense_intronic
ENSG00000249628	LINC00942	12	1500525	1507318	-	lincRNA
ENSG00000111186	WNT5B	12	1529891	1647243	+	protein_coding
ENSG00000171823	FBXL14	12	1565993	1594165	-	protein_coding
ENSG00000266043	MIR3649	12	1660315	1660380	-	miRNA
ENSG00000006831	ADIPOR2	12	1688574	1788678	+	protein_coding
ENSG00000271500	RP11-288K12.1	12	1695830	1698044	-	processed_pseudogene
ENSG00000243663	RPS4XP14	12	1757231	1758011	-	processed_pseudogene
ENSG00000151062	CACNA2D4	12	1791957	1918836	-	protein_coding
ENSG00000166159	LRTM2	12	1820267	1836752	+	protein_coding
ENSG00000256706	RP5-1096D14.3	12	1917951	1922867	+	antisense
ENSG00000235049	LINC00940	12	1929202	1936574	-	lincRNA
ENSG00000151065	DCP1B	12	1946054	2004535	-	protein_coding
ENSG00000151067	CACNA1C	12	1970786	2697950	+	protein_coding
ENSG00000203593	RP5-1096D14.6	12	2004666	2011392	+	antisense
ENSG00000256837	CACNA1C-IT1	12	2018213	2020532	+	sense_intronic
ENSG00000256257	CACNA1C-IT2	12	2048352	2049463	+	sense_intronic
ENSG00000278255	RP1-53O8.2	12	2217462	2217920	-	antisense
ENSG00000256025	CACNA1C-AS4	12	2220537	2223479	-	antisense
ENSG00000256721	CACNA1C-IT3	12	2269776	2288937	+	sense_intronic
ENSG00000256769	CACNA1C-AS3	12	2603350	2607440	-	antisense
ENSG00000203648	AC007618.3	12	2659937	2660969	+	processed_pseudogene
ENSG00000256271	CACNA1C-AS2	12	2668500	2672220	-	antisense
ENSG00000246627	CACNA1C-AS1	12	2676001	2691200	-	antisense
ENSG00000274659	RP11-986G18.2	12	2740093	2742855	+	lincRNA
ENSG00000256150	RP11-885B4.1	12	2742626	2771908	-	lincRNA
ENSG00000256902	IQSEC3P1	12	2752597	2753132	-	processed_pseudogene
ENSG00000255669	RP11-885B4.2	12	2761200	2770455	-	lincRNA
ENSG00000224438	RPL23AP14	12	2781904	2782371	+	processed_pseudogene
ENSG00000256030	CBX3P4	12	2786931	2794295	-	transcribed_processed_pseudogene
ENSG00000004478	FKBP4	12	2794953	2805423	+	protein_coding
ENSG00000258325	RP4-816N1.6	12	2796877	2812902	-	antisense
ENSG00000258092	RP4-816N1.7	12	2797136	2803938	-	antisense
ENSG00000111203	ITFG2	12	2812622	2859791	+	protein_coding
ENSG00000053702	NRIP2	12	2825348	2835544	-	protein_coding
ENSG00000111206	FOXM1	12	2857681	2877155	-	protein_coding
ENSG00000171792	RHNO1	12	2876258	2889523	+	protein_coding
ENSG00000078246	TULP3	12	2877223	2941140	+	protein_coding
ENSG00000278356	RP11-372B4.3	12	2885819	2886329	+	sense_intronic
ENSG00000252996	RNU6-1315P	12	2954240	2954338	-	snRNA
ENSG00000197905	TEAD4	12	2959330	3040673	+	protein_coding
ENSG00000250899	RP11-253E3.3	12	3041437	3044950	+	lincRNA
ENSG00000234589	RP11-253E3.1	12	3071532	3072145	-	processed_pseudogene
ENSG00000011105	TSPAN9	12	3077355	3286564	+	protein_coding
ENSG00000278469	Metazoa_SRP	12	3124777	3125063	+	misc_RNA
ENSG00000256197	TSPAN9-IT1	12	3149797	3151476	+	sense_intronic
ENSG00000275850	RP11-543P15.3	12	3171657	3174056	+	sense_intronic
ENSG00000227081	RP11-543P15.1	12	3211663	3211917	-	processed_pseudogene
ENSG00000250770	RP5-1063M23.1	12	3296202	3300224	-	lincRNA
ENSG00000236908	RP5-1063M23.2	12	3318718	3325343	+	lincRNA
ENSG00000257048	RP11-476M19.2	12	3367833	3371346	+	lincRNA
ENSG00000111218	PRMT8	12	3381349	3593973	+	protein_coding
ENSG00000256691	RP11-476M19.3	12	3462718	3463586	-	antisense
ENSG00000243507	RP11-476M19.1	12	3468950	3469296	+	processed_pseudogene
ENSG00000130038	CRACR2A	12	3606633	3764819	-	protein_coding
ENSG00000280202	RP5-1180D12.1	12	3610307	3612003	-	TEC
ENSG00000222338	RNU6-174P	12	3726222	3726327	-	snRNA
ENSG00000111224	PARP11	12	3791047	3873448	-	protein_coding
ENSG00000118976	OTUD4P1	12	3839459	3842525	+	processed_pseudogene
ENSG00000256862	RP11-664D1.1	12	3871734	3910338	+	antisense
ENSG00000256969	RP11-320N7.2	12	4020977	4026658	+	lincRNA
ENSG00000256356	HSPA8P5	12	4097451	4099519	+	processed_pseudogene
ENSG00000242444	RP11-320N7.1	12	4109661	4118132	-	transcribed_processed_pseudogene
ENSG00000256164	CCND2-AS1	12	4248765	4276184	-	antisense
ENSG00000255920	CCND2-AS2	12	4252735	4275065	-	antisense
ENSG00000118971	CCND2	12	4273772	4305350	+	protein_coding
ENSG00000078237	TIGAR	12	4307763	4354593	+	protein_coding
ENSG00000213970	RP11-264F23.1	12	4324372	4324811	-	processed_pseudogene
ENSG00000118972	FGF23	12	4368227	4379728	-	protein_coding
ENSG00000111241	FGF6	12	4428155	4445614	-	protein_coding
ENSG00000047621	C12orf4	12	4487728	4538508	-	protein_coding
ENSG00000111247	RAD51AP1	12	4538798	4560048	+	protein_coding
ENSG00000010219	DYRK4	12	4562204	4615302	+	protein_coding
ENSG00000256748	RP11-234B24.5	12	4601991	4603420	-	processed_pseudogene
ENSG00000272921	RP11-500M8.7	12	4604944	4662643	+	protein_coding
ENSG00000111254	AKAP3	12	4615508	4649047	-	protein_coding
ENSG00000256799	RP11-500M8.6	12	4635349	4636140	-	processed_pseudogene
ENSG00000256381	RP11-500M8.4	12	4645496	4648027	+	sense_intronic
ENSG00000139180	NDUFA9	12	4649095	4694317	+	protein_coding
ENSG00000255639	RP11-234B24.6	12	4657634	4744581	+	protein_coding
ENSG00000255474	RP11-234B24.2	12	4700417	4720102	-	lincRNA
ENSG00000130035	GALNT8	12	4720341	4851927	+	protein_coding
ENSG00000256988	RP11-234B24.4	12	4806542	4808641	-	lincRNA
ENSG00000151079	KCNA6	12	4809176	4813412	+	protein_coding
ENSG00000255608	RP3-377H17.2	12	4838955	4842675	+	sense_intronic
ENSG00000111262	KCNA1	12	4909905	4931361	+	protein_coding
ENSG00000256790	RP11-429A20.3	12	5018465	5021713	+	lincRNA
ENSG00000256654	RP11-429A20.4	12	5023682	5025594	+	lincRNA
ENSG00000255996	RP11-429A20.2	12	5032388	5032941	-	processed_pseudogene
ENSG00000130037	KCNA5	12	5043989	5046788	+	protein_coding
ENSG00000256115	RP11-319E16.1	12	5233997	5243151	-	lincRNA
ENSG00000256417	RP11-1038A11.3	12	5290480	5383653	+	lincRNA
ENSG00000256146	RP11-319E16.2	12	5315961	5319347	+	lincRNA
ENSG00000256218	RP11-1038A11.2	12	5366048	5367774	-	lincRNA
ENSG00000255983	RP11-1038A11.1	12	5388589	5406651	+	lincRNA
ENSG00000185652	NTF3	12	5432112	5521536	+	protein_coding
ENSG00000047617	ANO2	12	5531869	5946232	-	protein_coding
ENSG00000255973	RP11-592H6.3	12	5583797	5584085	+	processed_pseudogene
ENSG00000110799	VWF	12	5948874	6124770	-	protein_coding
ENSG00000240533	RN7SL69P	12	6095699	6095970	-	misc_RNA
ENSG00000255775	RP3-454B23.1	12	6155035	6160719	-	lincRNA
ENSG00000010278	CD9	12	6199715	6238271	+	protein_coding
ENSG00000202318	Y_RNA	12	6234345	6234455	-	misc_RNA
ENSG00000256103	RP1-96H9.5	12	6270168	6270425	-	processed_pseudogene
ENSG00000008323	PLEKHG6	12	6310436	6328506	+	protein_coding
ENSG00000067182	TNFRSF1A	12	6328757	6342114	-	protein_coding
ENSG00000265388	RN7SL391P	12	6344554	6344837	+	misc_RNA
ENSG00000111319	SCNN1A	12	6346843	6377730	-	protein_coding
ENSG00000111321	LTBR	12	6375045	6391571	+	protein_coding
ENSG00000256433	RP1-102E24.8	12	6393905	6396148	+	lincRNA
ENSG00000213942	RP1-102E24.1	12	6409637	6410013	-	processed_pseudogene
ENSG00000224906	RP1-102E24.9	12	6438498	6438852	+	processed_pseudogene
ENSG00000215039	CD27-AS1	12	6439001	6451567	-	processed_transcript
ENSG00000139193	CD27	12	6444867	6451718	+	protein_coding
ENSG00000139192	TAPBPL	12	6451690	6466517	+	protein_coding
ENSG00000139190	VAMP1	12	6462237	6470987	-	protein_coding
ENSG00000276718	RP1-102E24.10	12	6466537	6467135	+	antisense
ENSG00000256913	RP1-102E24.6	12	6477714	6480207	+	processed_pseudogene
ENSG00000111639	MRPL51	12	6491886	6493841	-	protein_coding
ENSG00000010292	NCAPD2	12	6493356	6531955	+	protein_coding
ENSG00000239002	SCARNA10	12	6510222	6510551	+	snoRNA
ENSG00000276232	SCARNA10	12	6510275	6510522	+	sense_intronic
ENSG00000255966	RP5-940J5.3	12	6532290	6533498	-	antisense
ENSG00000111640	GAPDH	12	6533927	6538374	+	protein_coding
ENSG00000269968	RP5-940J5.9	12	6537794	6538370	-	antisense
ENSG00000010295	IFFO1	12	6538375	6556083	-	protein_coding
ENSG00000245667	RP5-940J5.8	12	6543504	6544931	+	antisense
ENSG00000111641	NOP2	12	6556863	6568691	-	protein_coding
ENSG00000111642	CHD4	12	6570083	6607476	-	protein_coding
ENSG00000247853	RP5-940J5.6	12	6578622	6584739	+	antisense
ENSG00000251898	SCARNA11	12	6581474	6581609	-	scaRNA
ENSG00000184574	LPAR5	12	6618835	6636447	-	protein_coding
ENSG00000111644	ACRBP	12	6638075	6647460	-	protein_coding
ENSG00000111653	ING4	12	6650280	6663148	-	protein_coding
ENSG00000219410	RP4-761J14.8	12	6663260	6672069	+	antisense
ENSG00000126746	ZNF384	12	6666477	6689572	-	protein_coding
ENSG00000139200	PIANP	12	6693792	6700800	-	protein_coding
ENSG00000252186	RNU6-781P	12	6709452	6709552	+	snRNA
ENSG00000280974	Metazoa_SRP	12	6722041	6722287	+	misc_RNA
ENSG00000270068	RP4-761J14.9	12	6723233	6723687	+	antisense
ENSG00000111652	COPS7A	12	6723741	6731875	+	protein_coding
ENSG00000269892	RP4-761J14.10	12	6742985	6743641	+	lincRNA
ENSG00000089693	MLF2	12	6747996	6767475	-	protein_coding
ENSG00000159335	PTMS	12	6765516	6770952	+	protein_coding
ENSG00000089692	LAG3	12	6772512	6778455	+	protein_coding
ENSG00000244532	RN7SL380P	12	6783854	6784161	-	misc_RNA
ENSG00000010610	CD4	12	6786858	6820808	+	protein_coding
ENSG00000250510	GPR162	12	6821545	6829972	+	protein_coding
ENSG00000110811	P3H3	12	6828410	6839851	+	protein_coding
ENSG00000111664	GNB3	12	6839954	6847393	+	protein_coding
ENSG00000111665	CDCA3	12	6844793	6852066	-	protein_coding
ENSG00000111667	USP5	12	6852128	6866632	+	protein_coding
ENSG00000111669	TPI1	12	6867119	6870948	+	protein_coding
ENSG00000111671	SPSB2	12	6870935	6889358	-	protein_coding
ENSG00000240370	U47924.6	12	6873389	6884741	+	transcribed_processed_pseudogene
ENSG00000010626	LRRC23	12	6873569	6914243	+	protein_coding
ENSG00000248593	DSTNP2	12	6884682	6885786	+	transcribed_unprocessed_pseudogene
ENSG00000275703	U47924.32	12	6899752	6900212	+	lincRNA
ENSG00000111674	ENO2	12	6913745	6923698	+	protein_coding
ENSG00000111676	ATN1	12	6924463	6942321	+	protein_coding
ENSG00000111678	C12orf57	12	6942978	6946003	+	protein_coding
ENSG00000272173	U47924.31	12	6943508	6944604	-	antisense
ENSG00000238923	RNU7-1	12	6943816	6943878	+	snRNA
ENSG00000111679	PTPN6	12	6946468	6961316	+	protein_coding
ENSG00000257084	U47924.27	12	6963246	6964447	+	lincRNA
ENSG00000207713	MIR200C	12	6963672	6963780	+	miRNA
ENSG00000207708	MIR141	12	6964097	6964191	+	miRNA
ENSG00000271969	U47924.29	12	6964949	6965382	+	antisense
ENSG00000215021	PHB2	12	6965327	6970825	-	protein_coding
ENSG00000238795	SCARNA12	12	6967337	6967606	-	snoRNA
ENSG00000126749	EMG1	12	6970893	6979941	+	protein_coding
ENSG00000268439	RP3-461F17.3	12	6970921	6997428	+	protein_coding
ENSG00000111684	LPCAT3	12	6976186	7018510	-	protein_coding
ENSG00000182326	C1S	12	6988259	7071032	+	protein_coding
ENSG00000239701	RP3-461F17.1	12	7032108	7032398	+	processed_pseudogene
ENSG00000257078	RP3-461F17.2	12	7041156	7041641	-	processed_pseudogene
ENSG00000159403	C1R	12	7080209	7092607	-	protein_coding
ENSG00000139178	C1RL	12	7089587	7109273	-	protein_coding
ENSG00000205885	C1RL-AS1	12	7108052	7122501	+	antisense
ENSG00000276144	ABC12-49244600F4.4	12	7115736	7116486	-	lincRNA
ENSG00000200345	RNU6-485P	12	7118785	7118891	+	snRNA
ENSG00000139194	RBP5	12	7123684	7128942	-	protein_coding
ENSG00000256967	RP11-273B20.1	12	7129079	7131198	-	antisense
ENSG00000139182	CLSTN3	12	7129698	7158945	+	protein_coding
ENSG00000255572	RP11-273B20.3	12	7166674	7189069	-	antisense
ENSG00000139197	PEX5	12	7188685	7218574	+	protein_coding
ENSG00000256480	RP11-185H22.1	12	7237432	7240986	+	processed_pseudogene
ENSG00000215009	ACSM4	12	7304284	7328724	+	protein_coding
ENSG00000177675	CD163L1	12	7346685	7479897	-	protein_coding
ENSG00000255836	RP11-157G21.2	12	7438780	7439990	-	processed_pseudogene
ENSG00000177575	CD163	12	7470813	7503893	-	protein_coding
ENSG00000235868	GAPDHP31	12	7566369	7567382	+	processed_pseudogene
ENSG00000256331	NIFKP3	12	7604350	7605214	-	processed_pseudogene
ENSG00000255977	RP11-444J21.2	12	7606834	7607331	+	processed_pseudogene
ENSG00000111701	APOBEC1	12	7649400	7665903	-	protein_coding
ENSG00000184344	GDF3	12	7689782	7695776	-	protein_coding
ENSG00000187569	DPPA3	12	7711454	7717559	+	protein_coding
ENSG00000198178	CLEC4C	12	7729415	7751605	-	protein_coding
ENSG00000205857	NANOGNB	12	7765216	7774121	+	protein_coding
ENSG00000201549	Y_RNA	12	7784403	7784511	-	misc_RNA
ENSG00000111704	NANOG	12	7787794	7799141	+	protein_coding
ENSG00000199912	Y_RNA	12	7800361	7800467	-	misc_RNA
ENSG00000173262	SLC2A14	12	7812512	7891148	-	protein_coding
ENSG00000201663	Y_RNA	12	7850717	7850818	-	misc_RNA
ENSG00000278459	Metazoa_SRP	12	7856169	7856471	+	misc_RNA
ENSG00000241828	RP11-277J24.1	12	7860437	7860764	+	processed_pseudogene
ENSG00000255885	RP11-815D16.1	12	7870852	7871370	+	processed_pseudogene
ENSG00000176654	NANOGP1	12	7890801	7900140	+	transcribed_unprocessed_pseudogene
ENSG00000255356	RP11-277E18.2	12	7896608	7896956	-	processed_pseudogene
ENSG00000059804	SLC2A3	12	7919230	7936275	-	protein_coding
ENSG00000206636	Y_RNA	12	7976259	7976360	+	misc_RNA
ENSG00000240739	RP11-69M1.1	12	7994770	7995084	-	unprocessed_pseudogene
ENSG00000282080	RP11-69M1.8	12	8014093	8019007	-	lincRNA
ENSG00000255964	RP11-69M1.3	12	8015024	8016406	+	processed_pseudogene
ENSG00000255581	RP11-69M1.4	12	8017201	8017860	-	processed_pseudogene
ENSG00000065970	FOXJ2	12	8032703	8055503	+	protein_coding
ENSG00000171860	C3AR1	12	8058302	8066471	-	protein_coding
ENSG00000279865	RP11-69M1.6	12	8080381	8082163	-	TEC
ENSG00000089818	NECAP1	12	8082211	8097771	+	protein_coding
ENSG00000111729	CLEC4A	12	8123632	8138607	+	protein_coding
ENSG00000235602	POU5F1P3	12	8133772	8134849	-	processed_pseudogene
ENSG00000196946	ZNF705A	12	8138137	8188537	+	protein_coding
ENSG00000256171	GCSHP4	12	8141168	8142697	-	processed_pseudogene
ENSG00000226711	FAM66C	12	8180209	8216151	+	antisense
ENSG00000244050	RP11-266K4.1	12	8199599	8218911	-	transcribed_unprocessed_pseudogene
ENSG00000276417	RP11-266K4.13	12	8205984	8207397	+	lincRNA
ENSG00000275367	RP11-266K4.14	12	8217758	8221115	+	lincRNA
ENSG00000171847	FAM90A1	12	8221260	8227618	-	protein_coding
ENSG00000254016	ALG1L10P	12	8227734	8231764	+	unprocessed_pseudogene
ENSG00000164845	FAM86FP	12	8232512	8242948	-	transcribed_unprocessed_pseudogene
ENSG00000215241	RP11-266K4.9	12	8235415	8242564	+	lincRNA
ENSG00000256589	ENPP7P5	12	8254527	8308849	-	unprocessed_pseudogene
ENSG00000226091	LINC00937	12	8295986	8396803	-	lincRNA
ENSG00000256552	RP11-113C12.4	12	8320381	8369555	+	transcribed_processed_pseudogene
ENSG00000256101	RP11-90D4.3	12	8321876	8329614	+	lincRNA
ENSG00000277952	RP11-90D4.4	12	8340182	8340397	+	processed_pseudogene
ENSG00000242661	RPS3AP43	12	8359054	8359834	-	processed_pseudogene
ENSG00000221104	AC092865.1	12	8366686	8366831	+	miRNA
ENSG00000256136	RP11-113C12.8	12	8406833	8407195	-	processed_pseudogene
ENSG00000238152	OR7E140P	12	8414780	8415805	-	unprocessed_pseudogene
ENSG00000266218	AC092865.2	12	8426600	8426687	-	miRNA
ENSG00000214487	OR7E148P	12	8427640	8428610	-	unprocessed_pseudogene
ENSG00000177586	OR7E149P	12	8437403	8438425	-	unprocessed_pseudogene
ENSG00000205846	CLEC6A	12	8455926	8478330	+	protein_coding
ENSG00000243830	RP11-113C12.2	12	8460618	8461232	+	processed_pseudogene
ENSG00000201780	RNU6-275P	12	8484746	8484852	+	snRNA
ENSG00000166527	CLEC4D	12	8509475	8522366	+	protein_coding
ENSG00000246115	SUPT4H1P2	12	8512374	8512726	-	processed_pseudogene
ENSG00000166523	CLEC4E	12	8533305	8540963	-	protein_coding
ENSG00000255801	RP11-561P12.5	12	8548361	8567613	-	lincRNA
ENSG00000238943	Y_RNA	12	8592476	8592585	+	misc_RNA
ENSG00000252727	SCARNA11	12	8597509	8597640	+	scaRNA
ENSG00000111732	AICDA	12	8602166	8612871	-	protein_coding
ENSG00000280345	RP11-438L7.1	12	8631545	8632259	-	TEC
ENSG00000255967	RP11-438L7.3	12	8634367	8637608	+	processed_pseudogene
ENSG00000197614	MFAP5	12	8637346	8662888	-	protein_coding
ENSG00000255829	RP11-20D14.3	12	8664011	8669011	+	antisense
ENSG00000256004	RP11-20D14.4	12	8678773	8679670	+	processed_pseudogene
ENSG00000166532	RIMKLB	12	8681600	8783095	+	protein_coding
ENSG00000244131	RPSAP51	12	8742428	8743072	+	processed_pseudogene
ENSG00000256661	A2ML1-AS1	12	8776219	8830947	-	antisense
ENSG00000249790	RP11-20D14.6	12	8788257	8795789	+	lincRNA
ENSG00000256904	A2ML1-AS2	12	8819816	8820713	-	antisense
ENSG00000166535	A2ML1	12	8822472	8887001	+	protein_coding
ENSG00000282022	RP11-259O18.5	12	8858143	8915276	-	antisense
ENSG00000111752	PHC1	12	8913896	8941467	+	protein_coding
ENSG00000003056	M6PR	12	8940363	8949955	-	protein_coding
ENSG00000139187	KLRG1	12	8950044	9010760	+	protein_coding
ENSG00000257105	RP11-259O18.4	12	8987175	8996566	-	antisense
ENSG00000213049	HNRNPA1P34	12	9027532	9029089	-	processed_pseudogene
ENSG00000255776	VDAC2P2	12	9036344	9037244	+	processed_pseudogene
ENSG00000214851	LINC00612	12	9055586	9065070	-	processed_transcript
ENSG00000245105	A2M-AS1	12	9065177	9068060	+	antisense
ENSG00000175899	A2M	12	9067664	9116229	-	protein_coding
ENSG00000256937	KRT17P8	12	9127783	9128645	+	processed_pseudogene
ENSG00000211542	AC007436.1	12	9127871	9127985	+	miRNA
ENSG00000256720	BTG1P1	12	9135084	9135591	+	processed_pseudogene
ENSG00000126838	PZP	12	9148840	9208370	-	protein_coding
ENSG00000256817	TPT1P12	12	9155881	9156372	-	processed_pseudogene
ENSG00000256069	A2MP1	12	9228533	9275817	-	transcribed_unprocessed_pseudogene
ENSG00000231503	PTMAP4	12	9239986	9240331	-	processed_pseudogene
ENSG00000237248	LINC00987	12	9240003	9243052	+	lincRNA
ENSG00000256427	RP11-118B22.4	12	9246497	9257960	+	lincRNA
ENSG00000111788	RP11-22B23.1	12	9277235	9313241	+	unprocessed_pseudogene
ENSG00000212440	SNORA75	12	9286673	9286822	-	snoRNA
ENSG00000255753	RP11-22B23.2	12	9314402	9316173	-	processed_pseudogene
ENSG00000260423	RP13-735L24.1	12	9367464	9397617	+	lincRNA
ENSG00000256673	RP11-599J14.2	12	9398355	9414851	-	unprocessed_pseudogene
ENSG00000278635	CTD-2318O12.1	12	9415641	9416718	+	unprocessed_pseudogene
ENSG00000214826	DDX12P	12	9418673	9448229	-	unprocessed_pseudogene
ENSG00000212432	SNORA75	12	9445058	9445205	+	snoRNA
ENSG00000214776	RP11-726G1.1	12	9467552	9576275	+	transcribed_unprocessed_pseudogene
ENSG00000256975	RP11-525E9.1	12	9506347	9508440	-	processed_pseudogene
ENSG00000111796	KLRB1	12	9594551	9607886	-	protein_coding
ENSG00000256594	RP11-705C15.2	12	9617284	9658412	+	transcribed_unprocessed_pseudogene
ENSG00000212345	RNU6-700P	12	9624122	9624228	-	snRNA
ENSG00000233719	GOT2P3	12	9641723	9643011	+	transcribed_processed_pseudogene
ENSG00000272917	RP11-705C15.5	12	9642872	9657070	+	processed_transcript
ENSG00000256442	RP11-705C15.4	12	9647014	9648009	-	antisense
ENSG00000257027	RP11-705C15.3	12	9658567	9662085	+	sense_intronic
